customerNumber,customerName,phone,state,country,salesRepEmployeeNumber,amount,paymentDate,orderNumber
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,26155.91,2004-05-17,10424
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,36005.71,2004-12-12,10112
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,36005.71,2004-12-12,10320
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,36005.71,2004-12-12,10326
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,36005.71,2004-12-12,10334
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,7674.94,2003-04-09,10112
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,7674.94,2003-04-09,10320
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,7674.94,2003-04-09,10326
144,"Volvo Model Replicas, Co","0921-12 3555",NULL,Sweden,1504,7674.94,2003-04-09,10334
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,4710.73,2004-07-03,10105
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,4710.73,2004-07-03,10238
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,4710.73,2004-07-03,10256
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,4710.73,2004-07-03,10327
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,4710.73,2004-07-03,10406
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,28211.70,2004-04-26,10105
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,28211.70,2004-04-26,10238
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,28211.70,2004-04-26,10256
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,28211.70,2004-04-26,10327
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,28211.70,2004-04-26,10406
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,20564.86,2004-12-01,10105
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,20564.86,2004-12-01,10238
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,20564.86,2004-12-01,10256
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,20564.86,2004-12-01,10327
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,20564.86,2004-12-01,10406
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,53959.21,2003-02-20,10105
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,53959.21,2003-02-20,10238
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,53959.21,2003-02-20,10256
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,53959.21,2003-02-20,10327
145,"Danish Wholesale Imports","31 12 3555",NULL,Denmark,1401,53959.21,2003-02-20,10406
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,40978.53,2004-03-18,10194
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,40978.53,2004-03-18,10208
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,40978.53,2004-03-18,10227
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,49614.72,2004-01-16,10194
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,49614.72,2004-01-16,10208
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,49614.72,2004-01-16,10227
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,39712.10,2003-12-10,10194
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,39712.10,2003-12-10,10208
146,"Saveley & Henriot, Co.",78.32.5555,NULL,France,1337,39712.10,2003-12-10,10227
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,44380.15,2003-04-22,10117
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,44380.15,2003-04-22,10150
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,44380.15,2003-04-22,10165
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,44380.15,2003-04-22,10277
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,44380.15,2003-04-22,10387
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,2611.84,2004-08-11,10117
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,2611.84,2004-08-11,10150
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,2611.84,2004-08-11,10165
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,2611.84,2004-08-11,10277
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,2611.84,2004-08-11,10387
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,105743.00,2003-12-26,10117
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,105743.00,2003-12-26,10150
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,105743.00,2003-12-26,10165
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,105743.00,2003-12-26,10277
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,105743.00,2003-12-26,10387
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,3516.04,2005-03-27,10117
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,3516.04,2005-03-27,10150
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,3516.04,2005-03-27,10165
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,3516.04,2005-03-27,10277
148,"Dragon Souveniers, Ltd.","+65 221 7555",NULL,Singapore,1621,3516.04,2005-03-27,10387
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58793.53,2003-12-22,10127
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58793.53,2003-12-22,10204
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58793.53,2003-12-22,10267
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58793.53,2003-12-22,10349
151,"Muscle Machine Inc",2125557413,NY,USA,1286,20314.44,2004-07-26,10127
151,"Muscle Machine Inc",2125557413,NY,USA,1286,20314.44,2004-07-26,10204
151,"Muscle Machine Inc",2125557413,NY,USA,1286,20314.44,2004-07-26,10267
151,"Muscle Machine Inc",2125557413,NY,USA,1286,20314.44,2004-07-26,10349
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58841.35,2003-06-18,10127
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58841.35,2003-06-18,10204
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58841.35,2003-06-18,10267
151,"Muscle Machine Inc",2125557413,NY,USA,1286,58841.35,2003-06-18,10349
151,"Muscle Machine Inc",2125557413,NY,USA,1286,39964.63,2004-12-14,10127
151,"Muscle Machine Inc",2125557413,NY,USA,1286,39964.63,2004-12-14,10204
151,"Muscle Machine Inc",2125557413,NY,USA,1286,39964.63,2004-12-14,10267
151,"Muscle Machine Inc",2125557413,NY,USA,1286,39964.63,2004-12-14,10349
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,35152.12,2004-11-19,10272
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,35152.12,2004-11-19,10281
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,35152.12,2004-11-19,10318
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,35152.12,2004-11-19,10422
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,63357.13,2004-09-07,10272
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,63357.13,2004-09-07,10281
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,63357.13,2004-09-07,10318
157,"Diecast Classics Inc.",2155551555,PA,USA,1216,63357.13,2004-09-07,10422
161,"Technics Stores Inc.",6505556809,CA,USA,1165,2434.25,2004-11-14,10140
161,"Technics Stores Inc.",6505556809,CA,USA,1165,2434.25,2004-11-14,10168
161,"Technics Stores Inc.",6505556809,CA,USA,1165,2434.25,2004-11-14,10317
161,"Technics Stores Inc.",6505556809,CA,USA,1165,2434.25,2004-11-14,10362
161,"Technics Stores Inc.",6505556809,CA,USA,1165,50743.65,2003-11-18,10140
161,"Technics Stores Inc.",6505556809,CA,USA,1165,50743.65,2003-11-18,10168
161,"Technics Stores Inc.",6505556809,CA,USA,1165,50743.65,2003-11-18,10317
161,"Technics Stores Inc.",6505556809,CA,USA,1165,50743.65,2003-11-18,10362
161,"Technics Stores Inc.",6505556809,CA,USA,1165,12692.19,2005-02-02,10140
161,"Technics Stores Inc.",6505556809,CA,USA,1165,12692.19,2005-02-02,10168
161,"Technics Stores Inc.",6505556809,CA,USA,1165,12692.19,2005-02-02,10317
161,"Technics Stores Inc.",6505556809,CA,USA,1165,12692.19,2005-02-02,10362
161,"Technics Stores Inc.",6505556809,CA,USA,1165,38675.13,2003-08-05,10140
161,"Technics Stores Inc.",6505556809,CA,USA,1165,38675.13,2003-08-05,10168
161,"Technics Stores Inc.",6505556809,CA,USA,1165,38675.13,2003-08-05,10317
161,"Technics Stores Inc.",6505556809,CA,USA,1165,38675.13,2003-08-05,10362
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,38785.48,2004-09-16,10217
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,38785.48,2004-09-16,10259
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,38785.48,2004-09-16,10288
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,38785.48,2004-09-16,10409
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,44160.92,2004-07-07,10217
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,44160.92,2004-07-07,10259
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,44160.92,2004-07-07,10288
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,44160.92,2004-07-07,10409
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,22474.17,2004-02-28,10217
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,22474.17,2004-02-28,10259
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,22474.17,2004-02-28,10288
166,"Handji Gifts& Co","+65 224 1555",NULL,Singapore,1612,22474.17,2004-02-28,10409
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,12538.01,2004-09-19,10181
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,12538.01,2004-09-19,10188
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,12538.01,2004-09-19,10289
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,85024.46,2003-12-03,10181
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,85024.46,2003-12-03,10188
167,"Herkku Gifts","+47 2267 3215",NULL,"Norway  ",1504,85024.46,2003-12-03,10289
168,"American Souvenirs Inc",2035557845,CT,USA,1286,NULL,NULL,NULL
169,"Porto Imports Co.","(1) 356-5555",NULL,Portugal,NULL,NULL,NULL,NULL
171,"Daedalus Designs Imports",20.16.1555,NULL,France,1370,18997.89,2004-03-15,10180
171,"Daedalus Designs Imports",20.16.1555,NULL,France,1370,18997.89,2004-03-15,10224
171,"Daedalus Designs Imports",20.16.1555,NULL,France,1370,42783.81,2003-11-22,10180
171,"Daedalus Designs Imports",20.16.1555,NULL,France,1370,42783.81,2003-11-22,10224
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,1960.80,2004-09-09,10114
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,1960.80,2004-09-09,10286
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,1960.80,2004-09-09,10336
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,51209.58,2004-12-04,10114
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,51209.58,2004-12-04,10286
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,51209.58,2004-12-04,10336
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,33383.14,2003-04-20,10114
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,33383.14,2003-04-20,10286
172,"La Corne D'abondance, Co.","(1) 42.34.2555",NULL,France,1337,33383.14,2003-04-20,10336
173,"Cambridge Collectables Co.",6175555555,MA,USA,1188,11843.45,2004-05-13,10228
173,"Cambridge Collectables Co.",6175555555,MA,USA,1188,11843.45,2004-05-13,10249
173,"Cambridge Collectables Co.",6175555555,MA,USA,1188,20355.24,2004-03-29,10228
173,"Cambridge Collectables Co.",6175555555,MA,USA,1188,20355.24,2004-03-29,10249
175,"Gift Depot Inc.",2035552570,CT,USA,1323,28500.78,2005-05-19,10172
175,"Gift Depot Inc.",2035552570,CT,USA,1323,28500.78,2005-05-19,10263
175,"Gift Depot Inc.",2035552570,CT,USA,1323,28500.78,2005-05-19,10413
175,"Gift Depot Inc.",2035552570,CT,USA,1323,24879.08,2003-11-19,10172
175,"Gift Depot Inc.",2035552570,CT,USA,1323,24879.08,2003-11-19,10263
175,"Gift Depot Inc.",2035552570,CT,USA,1323,24879.08,2003-11-19,10413
175,"Gift Depot Inc.",2035552570,CT,USA,1323,42044.77,2004-07-10,10172
175,"Gift Depot Inc.",2035552570,CT,USA,1323,42044.77,2004-07-10,10263
175,"Gift Depot Inc.",2035552570,CT,USA,1323,42044.77,2004-07-10,10413
177,"Osaka Souveniers Co.","+81 06 6342 5555",Osaka,Japan,1621,15183.63,2004-04-17,10210
177,"Osaka Souveniers Co.","+81 06 6342 5555",Osaka,Japan,1621,15183.63,2004-04-17,10240
177,"Osaka Souveniers Co.","+81 06 6342 5555",Osaka,Japan,1621,47177.59,2004-01-19,10210
177,"Osaka Souveniers Co.","+81 06 6342 5555",Osaka,Japan,1621,47177.59,2004-01-19,10240
181,"Vitachrome Inc.",2125551500,NY,USA,1286,22602.36,2004-04-25,10102
181,"Vitachrome Inc.",2125551500,NY,USA,1286,22602.36,2004-04-25,10237
181,"Vitachrome Inc.",2125551500,NY,USA,1286,22602.36,2004-04-25,10324
181,"Vitachrome Inc.",2125551500,NY,USA,1286,5494.78,2003-01-30,10102
181,"Vitachrome Inc.",2125551500,NY,USA,1286,5494.78,2003-01-30,10237
181,"Vitachrome Inc.",2125551500,NY,USA,1286,5494.78,2003-01-30,10324
181,"Vitachrome Inc.",2125551500,NY,USA,1286,44400.50,2004-11-16,10102
181,"Vitachrome Inc.",2125551500,NY,USA,1286,44400.50,2004-11-16,10237
181,"Vitachrome Inc.",2125551500,NY,USA,1286,44400.50,2004-11-16,10324
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,23602.90,2005-03-10,10155
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,23602.90,2005-03-10,10299
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,23602.90,2005-03-10,10377
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,37602.48,2003-10-27,10155
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,37602.48,2003-10-27,10299
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,37602.48,2003-10-27,10377
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,34341.08,2004-10-21,10155
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,34341.08,2004-10-21,10299
186,"Toys of Finland, Co.","90-224 8555",NULL,Finland,1501,34341.08,2004-10-21,10377
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,52825.29,2004-11-03,10110
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,52825.29,2004-11-03,10306
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,52825.29,2004-11-03,10332
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,47159.11,2004-12-08,10110
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,47159.11,2004-12-08,10306
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,47159.11,2004-12-08,10332
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,48425.69,2003-03-27,10110
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,48425.69,2003-03-27,10306
187,"AV Stores, Co.","(171) 555-1555",NULL,UK,1501,48425.69,2003-03-27,10332
189,"Clover Collections, Co.","+353 1862 1555",NULL,Ireland,1504,17359.53,2004-10-03,10220
189,"Clover Collections, Co.","+353 1862 1555",NULL,Ireland,1504,17359.53,2004-10-03,10297
189,"Clover Collections, Co.","+353 1862 1555",NULL,Ireland,1504,32538.74,2004-03-01,10220
189,"Clover Collections, Co.","+353 1862 1555",NULL,Ireland,1504,32538.74,2004-03-01,10297
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,9658.74,2004-12-06,10130
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,9658.74,2004-12-06,10290
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,9658.74,2004-12-06,10352
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,6036.96,2003-07-06,10130
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,6036.96,2003-07-06,10290
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,6036.96,2003-07-06,10352
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,5858.56,2004-09-21,10130
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,5858.56,2004-09-21,10290
198,"Auto-Moto Classics Inc.",6175558428,MA,USA,1216,5858.56,2004-09-21,10352
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,23908.24,2003-10-20,10253
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,23908.24,2003-10-20,10302
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,23908.24,2003-10-20,10403
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,37258.94,2004-06-15,10253
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,37258.94,2004-06-15,10302
201,"UK Collectables, Ltd.","(171) 555-2282",NULL,UK,1501,37258.94,2004-06-15,10403
202,"Canadian Gift Exchange Network","(604) 555-3392",BC,Canada,1323,36527.61,2003-12-18,10206
202,"Canadian Gift Exchange Network","(604) 555-3392",BC,Canada,1323,36527.61,2003-12-18,10313
202,"Canadian Gift Exchange Network","(604) 555-3392",BC,Canada,1323,33594.58,2004-11-08,10206
202,"Canadian Gift Exchange Network","(604) 555-3392",BC,Canada,1323,33594.58,2004-11-08,10313
204,"Online Mini Collectables",6175557555,MA,USA,1188,51152.86,2004-08-13,10276
204,"Online Mini Collectables",6175557555,MA,USA,1188,51152.86,2004-08-13,10294
204,"Online Mini Collectables",6175557555,MA,USA,1188,4424.40,2004-09-24,10276
204,"Online Mini Collectables",6175557555,MA,USA,1188,4424.40,2004-09-24,10294
205,Toys4GrownUps.com,6265557265,CA,USA,1166,3879.96,2003-12-04,10145
205,Toys4GrownUps.com,6265557265,CA,USA,1166,3879.96,2003-12-04,10189
205,Toys4GrownUps.com,6265557265,CA,USA,1166,3879.96,2003-12-04,10367
205,Toys4GrownUps.com,6265557265,CA,USA,1166,50342.74,2003-09-05,10145
205,Toys4GrownUps.com,6265557265,CA,USA,1166,50342.74,2003-09-05,10189
205,Toys4GrownUps.com,6265557265,CA,USA,1166,50342.74,2003-09-05,10367
205,Toys4GrownUps.com,6265557265,CA,USA,1166,39580.60,2005-02-06,10145
205,Toys4GrownUps.com,6265557265,CA,USA,1166,39580.60,2005-02-06,10189
205,Toys4GrownUps.com,6265557265,CA,USA,1166,39580.60,2005-02-06,10367
206,"Asian Shopping Network, Co","+612 9411 1555",NULL,Singapore,NULL,NULL,NULL,NULL
209,"Mini Caravy",88.60.1555,NULL,France,1370,35157.75,2005-05-03,10241
209,"Mini Caravy",88.60.1555,NULL,France,1370,35157.75,2005-05-03,10255
209,"Mini Caravy",88.60.1555,NULL,France,1370,35157.75,2005-05-03,10405
209,"Mini Caravy",88.60.1555,NULL,France,1370,4632.31,2004-06-21,10241
209,"Mini Caravy",88.60.1555,NULL,France,1370,4632.31,2004-06-21,10255
209,"Mini Caravy",88.60.1555,NULL,France,1370,4632.31,2004-06-21,10405
209,"Mini Caravy",88.60.1555,NULL,France,1370,36069.26,2004-05-04,10241
209,"Mini Caravy",88.60.1555,NULL,France,1370,36069.26,2004-05-04,10255
209,"Mini Caravy",88.60.1555,NULL,France,1370,36069.26,2004-05-04,10405
211,"King Kong Collectables, Co.","+852 2251 1555",NULL,"Hong Kong",1621,45480.79,2003-12-09,10187
211,"King Kong Collectables, Co.","+852 2251 1555",NULL,"Hong Kong",1621,45480.79,2003-12-09,10200
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,3101.40,2003-05-09,10118
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,3101.40,2003-05-09,10197
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,3101.40,2003-05-09,10340
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,24945.21,2004-12-06,10118
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,24945.21,2004-12-06,10197
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,24945.21,2004-12-06,10340
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,40473.86,2003-12-14,10118
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,40473.86,2003-12-14,10197
216,"Enaco Distributors","(93) 203 4555",NULL,Spain,1702,40473.86,2003-12-14,10340
219,"Boards & Toys Co.",3105552373,CA,USA,1166,3452.75,2005-03-02,10154
219,"Boards & Toys Co.",3105552373,CA,USA,1166,3452.75,2005-03-02,10376
219,"Boards & Toys Co.",3105552373,CA,USA,1166,4465.85,2003-10-18,10154
219,"Boards & Toys Co.",3105552373,CA,USA,1166,4465.85,2003-10-18,10376
223,"Natürlich Autos",0372-555188,NULL,Germany,NULL,NULL,NULL,NULL
227,"Heintze Collectables","86 21 3555",NULL,Denmark,1401,36164.46,2003-10-31,10161
227,"Heintze Collectables","86 21 3555",NULL,Denmark,1401,36164.46,2003-10-31,10314
227,"Heintze Collectables","86 21 3555",NULL,Denmark,1401,53745.34,2004-11-02,10161
227,"Heintze Collectables","86 21 3555",NULL,Denmark,1401,53745.34,2004-11-02,10314
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,29070.38,2005-05-20,10171
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,29070.38,2005-05-20,10261
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,29070.38,2005-05-20,10411
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,22997.45,2004-07-01,10171
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,22997.45,2004-07-01,10261
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,22997.45,2004-07-01,10411
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,16909.84,2003-11-18,10171
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,16909.84,2003-11-18,10261
233,"Québec Home Shopping Network","(514) 555-8054",Québec,Canada,1286,16909.84,2003-11-18,10411
237,"ANG Resellers","(91) 745 6555",NULL,Spain,NULL,NULL,NULL,NULL
239,"Collectable Mini Designs Co.",7605558146,CA,USA,1166,80375.24,2004-03-15,10222
